,label,gender,profession,ideology_binary,ideology_multiclass,tweet
50572,@user293,male,politician,right,moderate_right,"¡Sin duda, es urgente! Con la tarifa de la luz más cara de la historia en los hogares españoles y el mayor paro juvenil de Europa, el Gobierno tiene que inventarse algo YA para tapar la cruda realidad, llámale huesos de Franco, memoria histórica o Santa Sede. 🤦🏻‍♂️"
36856,@user293,male,politician,right,moderate_right,"Estos 3 minutos de @user a @user contando las historias y los sentimientos que hay detrás de cada foto son una joya. No os lo perdáis. ¡Gracias, Pete! Yo también he perdido a un fotógrafo pero he ganado un gran amigo 😉📸"
7578,@user293,male,politician,right,moderate_right,"Sánchez e Iglesias pretenden subir el impuesto de la renta al 52%. Que más de la mitad del sueldo de un profesional se lo pueda llevar Hacienda es confiscatorio y se suma al IVA, IBI o sucesiones que ya pagan la mayoría de familias. Viejas recetas agotadas para un mundo global."
33125,@user293,male,politician,right,moderate_right,"Una buena iniciativa de @user y de @user, a quienes los sectarios pusieron a parir, ahora copiada semanas más tarde por Sánchez y compañía. A ver si copian también bajar los impuestos, la libertad educativa o el apoyo a los emprendedores y al sector cultural."
17351,@user293,male,politician,right,moderate_right,"Es verdad que la Constitución obliga al Rey a firmar los indultos que Sánchez concederá a unos políticos delincuentes. Lo que es surrealista es que éstos disfruten del favor del Gobierno sin respetar la Constitución, ni al Jefe del Estado ni al propio Estado. . Poco nos pasa."
45373,@user293,male,politician,right,moderate_right,"¿No sería mejor tratar como adultos a los ciudadanos y explicarnos la crisis económica que viene en otoño,. y qué medidas piensa tomar el Gobierno para evitar cierre de empresas y despidos? Ya tuvimos bastante con el timo de los ‘brotes verdes’ de Zapatero"
5917,@user293,male,politician,right,moderate_right,"Sí, Sra alcaldesa, solo hay que ver a Torra, Pujol o Junqueras... . Racismo ridículo. . ‘La alcaldesa de Vic asegura que los ""catalanes autóctonos"" tienen un físico distinto’"
47475,@user293,male,politician,right,moderate_right,"Es legítimo preguntarse sobre el origen de la pandemia o ser crítico con la mala gestión del Gobierno, que negó durante meses la necesidad del uso de mascarillas. Pero negar la ciencia y las consecuencias del Covid-19, pone aún más en riesgo la salud y la economía de todos."
12832,@user293,male,politician,right,moderate_right,"Espero que caiga todo el peso de la justicia sobre aquellos que se dedican a insultar y agredir a otros ciudadanos. . Sánchez debe cesar al ministro del Interior, que en vez de proteger las libertades de todos, ese día se dedicó a señalarnos y ponernos en la diana de los violentos"
9406,@user293,male,politician,right,moderate_right,"He hablado por teléfono con Pedro Sánchez. Le he trasladado mi apoyo al Gobierno para hacer que se respete la ley y el orden público en Cataluña y le he pedido una reunión urgente entre Gobierno, Ciudadanos y [POLITICAL_PARTY] para actuar juntos, aunque él no lo ve oportuno por ahora. (1/2)"
4814,@user293,male,politician,right,moderate_right,"Un ministro de Universidades tiene que defender a los profesores que cumplen y a los estudiantes que han pagado su matrícula y quieren ir a clase y también pedir respeto a las sentencias. Si Pedro Duque no se quiere ‘meter’ ahí, lo mejor es que no se hubiera metido a ministro."
16844,@user293,male,politician,right,moderate_right,"Se retira un genio de la moto 😢. . Gracias, Valentino, por esas últimas vueltas de infarto, por tantos adelantamientos imposibles y por tus frenadas al límite. Muchos españoles, a pesar de tu rivalidad con los nuestros, te admiramos. . ✊🏼🎩. #Vale46"
21464,@user293,male,politician,right,moderate_right,"En menos de dos minutos Otegi explica sin tapujos el plan para conseguir una “España rota”, en sus propias palabras. Y aún tenemos que escuchar al Gobierno y a muchos paniaguados defender el plan Sánchez con toda esta banda y culpar a los demás por ello. #Nosepodíasaber #LaBanda"
405,@user293,male,politician,right,moderate_right,Hoy Colón tiene que ser un clamor en defensa de la nación española y por #EleccionesYa. Hay una mayoría de ciudadanos que no aguanta ni una concesión más al separatismo y no comparte el ‘todo vale por el poder’ de Sánchez. Y lo vamos a demostrar. Allí nos vemos en un rato 💪🏻🇪🇸
49774,@user293,male,politician,right,moderate_right,"Es mucho mejor para todos tener una fiscalidad con tipos impositivos moderados: se crean más empresas y con ello más empleo, se lucha mejor contra la economía sumergida, hay más contribuyentes para repartir el esfuerzo y se recauda igual o más para pagar las políticas sociales."
7232,@user293,male,politician,right,moderate_right,"En Madrid se ha usado la autonomía para implantar medidas fiscales que atraen empresas, empleo y talento; En cambio, los separatistas la usaron para dar un golpe y ahuyentarles. Y no se conforman con fastidiar a los catalanes, ahora van a por los madrileños también. . #LaBanda"
45685,@user293,male,politician,right,moderate_right,"“La Constitución no es un instrumento para que el gobierno controle al pueblo, es un instrumento para que el pueblo controle al gobierno- para que no venga a dominar nuestras vidas e intereses.” . Patrick Henry. ¡Larga vida a nuestra Constitución, a España y a la libertad! ❤️💛❤️"
10587,@user293,male,politician,right,moderate_right,"Se lo pregunté a Sánchez en julio en el Congreso. No respondió. Insistí en los debates electorales del #28A y del #10N. Y nada. Hoy tenemos finalmente la #SentenciaERE del [POLITICAL_PARTY], nos han robado a los españoles millones y millones de euros. ¿Va a dimitir, señor Sánchez?. ¿SÍ o NO?"
32587,@user293,male,politician,right,moderate_right,"En Cataluña, en los últimos años, los gobernantes han utilizado la autonomía para dar un golpe de Estado e intentar lograr la secesión; En Madrid, en cambio, se ha utilizado para captar talento y empresas y crear empleo. . Dos formas antagónicas de gestionar autonomía y economía."
17943,@user293,male,politician,right,moderate_right,"Hace bien el Gobierno al permitir la suspensión de pagos de hipoteca, luz y gas a colectivos vulnerables. Pero era urgente aprobar la suspensión de cuotas y cotizaciones de #autónomos , y no lo ha hecho. . Si no rescatan a la clase media se hunde la economía, no le den la espalda."
5728,@user293,male,politician,right,moderate_right,"Es clave que las becas ayuden a las familias con menor renta, para que nadie deje de estudiar por falta de recursos. Pero es un error que el Gobierno deje de apoyar a aquellos que más se esfuerzan. En una sociedad próspera la igualdad debería ser compatible con el mérito."
3821,@user293,male,politician,right,moderate_right,"Qué pena que no pusiera usted negro sobre blanco su disgusto y su crítica cuando homenajearon a Josu Ternera en el lugar donde hoy hemos homenajeado a las víctimas del terrorismo. Que le moleste tanto lo segundo y le dé igual lo primero lo dice todo de usted, señor Ortuzar."
45551,@user293,male,politician,right,moderate_right,"Solo faltaría tener que preguntarle a los violentos a qué poblaciones de España se puede ir y a cuáles no. . Y no lo inventé yo, se llama LIBERTAD, y respetar la de los demás es condición indispensable para ser demócrata. Todo mi apoyo a la diputada agredida, @user."
43679,@user293,male,politician,right,moderate_right,"“El lunes arreglo lo de la plusvalía, hombre, claro, lo llevo al Consejo de Ministros, dicho y hecho."" . Aplauden en pie recuperar un impuesto a las familias que acaba de ser declarado inconstitucional y confiscatorio. El vídeo parece broma, pero es real."
18145,@user293,male,politician,right,moderate_right,"Es una vergüenza que los comandos separatistas que cortan carreteras y acosan a ciudadanos tengan el apoyo de Torra y este a su vez pretenda purgar a los Mossos que hacen cumplir la ley. . Mientras, Sánchez mirando hacia otro lado para que sus socios no le desalojen de La Moncloa."
43755,@user293,male,politician,right,moderate_right,"@user ¡Bienvenido de nuevo a la sociedad civil y al mundo del Derecho, José Manuel! Es un lujo para el equipo de Martínez-Echevarría contar con tu capacidad de trabajo y tu talento, liderando nuestro equipo en la oficina de Madrid y a nuestro lado en la dirección de la firma. 💪🏼⚖️"
38061,@user293,male,politician,right,moderate_right,"Sánchez tenía y tiene un plan para dividir a los españoles en bandos y a la oposición entre sí. Ese plan es bueno para él porque le asegura seguir mucho tiempo en el poder, pero es malo para España, porque nos empobrece como sociedad y nos debilita como nación. [#POLITICAL_PARTY]"
25139,@user293,male,politician,right,moderate_right,"Tal día como hoy hace 32 años ETA perpetró una de sus mayores matanzas, el atentado de Hipercor en Barcelona. Ni este ni ninguno de sus crímenes debe caer nunca en el olvido. Un abrazo a los supervivientes y a los familiares de las víctimas. Memoria, dignidad y justicia 🖤."
5144,@user293,male,politician,right,moderate_right,"Que el presidente indulte a los políticos golpistas para lograr su apoyo, o dé el pésame a los asesinos de ETA para negociar los presupuestos, es una humillación para todos los españoles que han trabajado o arriesgado su vida para defender nuestra democracia. . Esto es inmoral."
17648,@user293,male,politician,right,moderate_right,Sánchez quería forzar otras elecciones y puso TVE a su servicio. TVE empezó a organizar el debate cuando el Jefe del Estado no había hecho ni la ronda de consultas. La tv que pagamos todos y nos cuesta mil millones al año no puede ser ‘TeleSánchez’. Rosa Mª Mateo debe dimitir👇🏻
32519,@user293,male,politician,right,moderate_right,"Ojalá fuera tan sencillo y los salarios subieran cada año por decreto. La realidad es que esas políticas generan más paro porque se contrata menos. Si queremos que suban los salarios y se cree empleo, el camino es mejorar la productividad y competitividad de nuestras empresas."
40682,@user293,male,politician,right,moderate_right,Hace 22 años ETA secuestraba y mataba a Miguel Ángel Blanco. Un crimen salvaje que nos unió como nunca a todos los demócratas frente a la barbarie. Ese espíritu de unidad debe permanecer siempre. . Memoria y dignidad para este mártir de la libertad y de nuestra democracia. . 🖤🇪🇸
856,@user293,male,politician,right,moderate_right,Vaya shock la noticia de la muerte de @user y su hija en ese fatídico accidente de helicóptero... Cuántas madrugadas nos hizo vibrar con la magia de su juego en la NBA... Se va uno de los grandes de la historia del baloncesto. Descanse en paz 🖤. #KobeForever
27714,@user293,male,politician,right,moderate_right,"Sr ‘periodista’ de ETB: Sí, doblaron las campanas: durante 40 años, en muchas ocasiones, por los asesinatos de una peste llamada ETA. Ayer los batasunos intentaron tapar a campanazos la voz de Beatriz, víctima del atentado de Zaragoza. Pero ella nos llegó al alma, no lo lograron."
41296,@user293,male,politician,right,moderate_right,"Siempre que el Rey nos lo pida acudiremos a rondas de consultas. Pero Sánchez no es el Rey, no participaremos en su teatro. Tiene que pactar un gobierno con sus socios y dejar de perder el tiempo. Ciudadanos es antagónico a Sánchez y ejercerá una oposición con sentido de Estado👇🏻"
30213,@user293,male,politician,right,moderate_right,"Del dinero público destinado a la educación, tan solo el 12,5% es para la educación concertada, mientras esta escolariza al 25% de los alumnos. La escuela concertada garantiza la libertad para escoger la educación de los hijos, pero también es un ahorro para las arcas públicas."
17085,@user293,male,politician,right,moderate_right,"Sea en Madrid o en cualquier otro lugar de España, a mi me alegra ver restaurantes, bares y comercios abiertos, respetando las normas, o que se celebren conciertos seguros y que abran los teatros. Más vacunas, más tecnología y más tests, son clave para volver a vivir en libertad."
17081,@user293,male,politician,right,moderate_right,Hoy la justicia ha condenado a Jordi Morgou con nueve meses de pena por delito de injurias. Ha reconocido que su acusación de ‘cocainómano’ era falsa y ha tenido que disculparse por desearme un infarto. Al final vence la verdad. Donaré el dinero a las víctimas del terrorismo.
23486,@user293,male,politician,right,moderate_right,"La “catástrofe” es tener gobernantes populistas manipulando la historia para generar hispanofobia, mientras así tratan de tapar su nefasta gestión de la pandemia o de la economía de su país."
32255,@user293,male,politician,right,moderate_right,"Qué pena… El régimen talibán impondrá su dictadura fundamentalista y será un paraíso para los terroristas. . Mirar hacia otro lado no es posible, no solo por la violación de DDHH, también por el éxodo humanitario y la seguridad del mundo. . #Afganistan"
46095,@user30,female,politician,left,moderate_left,"El plan piloto permitirá testar todos los protocolos y llegar más preparados que las otras CCAA al 22J, cuando se reabran fronteras con Europa. Fomenta la apertura de hoteles y la reactivación de la temporada y posiciona #Balears como primer destino seguro de España. @user"
22252,@user30,female,politician,left,moderate_left,"@user Muchas gracias por tu visita, ministro, y por el compromiso para atender las necesidades de estas islas, que ahora atraviesan una situación especialmente difícil. Seguiremos centrados en concretar ese trato específico para los trabajadores y empresas de nuestro sector turístico"
5928,@user30,female,politician,left,moderate_left,"La cogestión aeroportuaria es fundamental. Desde la proximidad y el conocimiento de nuestras necesidades, los territorios podemos tomar mejores decisiones. Más ajustadas a la realidad social, económica y ambiental de nuestras islas. Mantenemos y mantendremos esta reivindicación."
37917,@user30,female,politician,left,moderate_left,"@user @user @user @user @user @user @user @user @user @user Nazcamos donde nazcamos, seamos como seamos, debemos tener los mismos derechos. Nuestras islas nunca olvidarán la hospitalidad y acogida de muchos países a nuestros antepasados. Siempre ayudaremos y cuidaremos de aquellos que vengan a nuestra tierra en busca de una vida mejor."
13103,@user30,female,politician,left,moderate_left,"Los retos a afrontar son demasiado importantes. Hacer efectivo el derecho a la vivienda, mejorar la calidad del empleo, acabar con el machismo, luchar contra el cambio climático... Requiere altura de miras y la implicación de tod@s. La oportunidad es histórica. . #DesayunoBaleares"
13649,@user30,female,politician,left,moderate_left,"3⃣ Querido paciente,. Mi nombre es Hilary, tengo 13 años, estudio en el Colegio Sant Pere y te escribo desde Palma de Mallorca. En estos días he estado haciendo deberes, jugando con mi familia y ayudando a mi madre cuidando de mi hermana porque ella es una de las tantas que..."
15451,@user30,female,politician,left,moderate_left,"Además del plan de impulso del turismo y la extensión de los ERTEs, para Balears es fundamental ir planificando la reapertura de conexiones internacionales. Estamos trabajando con Alemania para abrir corredores seguros cuando las condiciones sanitarias lo permitan. @user"
10576,@user30,female,politician,left,moderate_left,"1⃣ Querido paciente:. Hola, me llamo Mireia y tengo 13 años. Al igual que tú, estoy asustada, confinada en mi casa y tú en la habitación de un hospital."
13454,@user30,female,politician,left,moderate_left,"¡Muchas gracias @user! Sigamos trabajando juntos para mejorar la vida de los ciudadanos y afrontar los retos que Balears tiene por delante. Unidos, hagamos que estas islas sean aún más maravillosas. ❤"
49152,@user30,female,politician,left,moderate_left,No damos el año por perdido. Reactivaremos el turismo cuando sea seguro. La salud es lo primero. Su reactivación debe acompañarse del mantenimiento y refuerzo de controles sanitarios en puertos y aeropuertos. Estos controles deberían ser homogéneos en España y en Europa.
10743,@user30,female,politician,left,moderate_left,"Fruto del diálogo y el esfuerzo público-privado, estamos haciendo que nuestro modelo turístico avance por el camino correcto. El de la calidad: eliminando excesos, combinando prosperidad y equilibrio ambiental, empleo y mejores salarios, rentabilidad y calidad de vida. #Exceltur"
30736,@user30,female,politician,left,moderate_left,El cambio climático es una prioridad compartida. Pero las tasas sobre el transporte deben compensar o excepcionar a las islas para no encarecer más nuestra vida y competitividad. Pedimos:. ❌ Eliminar régimen de mínimis. 🚘 Ley de Movilidad Sostenible que incluya la insularidad.
340,@user30,female,politician,left,moderate_left,Vivir en territorios extrapeninsulares resta oportunidades a ciudadanos y empresas. Juntos alcanzamos el descuento del 75% y juntos protegemos nuestro derecho a la movilidad. Mañana presentaremos una declaración que reclamará al Estado el control de precios en los billetes aéreos
23758,@user30,female,politician,left,moderate_left,"Balears y Canarias pedimos al Gobierno de España un plan de reactivación del turismo y que las prestaciones, bonificaciones y garantías de los ERTEs de fuerza mayor se alarguen más allá del estado de alarma para proteger a los miles de trabajadores y empresas de las islas."
18966,@user30,female,politician,left,moderate_left,@user @user @user @user @user @user @user @user @user @user @user ¡Un abrazo bien grande Micaela! 😍😘
3346,@user30,female,politician,left,moderate_left,"Ha llegado el momento de recuperar el tiempo perdido. De alejar las disputas improductivas y ponerse a trabajar para mejorar el día a día de las personas. La responsabilidad es de tod@s. Tendamos la mano, hablemos, pactemos. Mejoremos juntos nuestro país. #DesayunoBaleares"
43173,@user30,female,politician,left,moderate_left,Las islas son un paraíso natural. Preservar nuestro medio ambiente es cuidar del principal activo turístico y a la vez nuestra obligación con futuras generaciones. De ahí que en los últimos 4 años hayamos protegido más espacios naturales que nunca. ¡Calidad es sostenibilidad!
16422,@user30,female,politician,left,moderate_left,"El diálogo y el acuerdo debe abrirse y extenderse a toda la sociedad. En Balears lo hicimos y llegaron los resultados. Y en España debe hacerse para alcanzar los #ODS de Naciones Unidas para 2030. Diálogo son mejores políticas, mejores resultados. #DesayunoBaleares"
33532,@user30,female,politician,left,moderate_left,"Sé que es duro pero estoy segura de que lo lograremos. Todos juntos somos más fuertes que este virus y pronto esto acabará. Mucha fuerza para ti y tus familiares, os deseo todo los mejor. Un fuerte abrazo... Este virus lo paramos todos."
5497,@user30,female,politician,left,moderate_left,"Los estudios sobre subvenciones y movilidad deben ser transparentes, accesibles al público y contar con la participación de los territorios afectados. Es necesario crear una mesa de trabajo conjunta con el Estado para controlar el precio de los billetes y mejorar la movilidad."
1961,@user30,female,politician,left,moderate_left,"Los ERTE han salvado miles de empresas y puestos de trabajo y reflejan la apuesta del Gobierno por salir de esta crisis inédita, de una forma diferente. Apostando por el diálogo y el acuerdo con agentes económicos y sociales, por la protección del tejido laboral y empresarial."
34441,@user30,female,politician,left,moderate_left,"Antes esta crisis sanitaria, social y económica la gente no quiere peleas políticas, espera que busquemos soluciones juntos, que estemos a la altura. Es momento de estar unidos. De pensar poco en siglas y pensar mucho en la gente, que es la que está sufriendo. 🎙@user"
6807,@user30,female,politician,left,moderate_left,"Queremos un turismo de calidad: familiar, responsable y respetuoso. Los ciudadanos de #Balears se han comportado de forma ejemplar y los turistas que vengan también deberán protegerse y actuar con responsabilidad. Sin salud no habrá reactivación. @user"
13971,@user30,female,politician,left,moderate_left,"De la escucha, el diálogo y las ideas de todos nacen las mejores soluciones. Esto nos ha permitido ampliar la protección de familias, trabajadores y empresas. Tiendo la mano a todos para alcanzar un Pacto Autonómico para la Reactivación Económica y Social de Balears."
12892,@user30,female,politician,left,moderate_left,"Hemos enviado toda la documentación para que Menorca, Ibiza y Mallorca se sumen a Formentera y pasen a la Fase 1. Estamos por debajo de los 400 casos de COVID y los indicadores sanitarios nos avalan. Balears está preparada para iniciar la Fase 1 el próximo lunes. @user"
28502,@user30,female,politician,left,moderate_left,"2. Nos cerramos más que nadie, reforzamos el sistema de salud, fuimos de los primeros en implantar la mascarilla obligatoria y los primeros en cerrar el ocio nocturno. Hemos sido muy estrictos y somos unas islas seguras para residentes y visitantes. @user"
47270,@user30,female,politician,left,moderate_left,Solo Balears y Canarias hacemos controles sanitarios en puertos y aeropuertos españoles. Los haremos hasta que la UE fije controles comunes. Objetivo: ser un destino seguro. 1º movilidad dentro de la isla. 2º movilidad entre islas. 3º movilidad nacional. 4º movilidad internacional
13786,@user30,female,politician,left,moderate_left,"Pd: saludos de la chica que ocupó esos 10 días la habitación 309 cama 2! (si ves una gaviota, se llama Cocó) 🕊❤. Pd2: suele aparecer entre las 11:30 y las 14hs 😍"
19077,@user30,female,politician,left,moderate_left,"Cerramos antes y podemos abrir antes en condiciones de seguridad con un número reducido de turistas. El plan piloto permite testar protocolos antes del 22J, cuando España abra fronteras. Alemania tiene una situación sanitaria similar y Balears está preparada. @user"
5636,@user30,female,politician,left,moderate_left,"Con el Gobierno de Coalición debemos hacer realidad nuestras reivindicaciones y hacer de España un país más justo, solidario, feminista y ecologista. Que mejore la vida de la gente. Lo conseguiremos con @user y personas comprometidas como @user y @user."
23436,@user30,female,politician,left,moderate_left,"El planteamiento del plan piloto es el mismo que el de la UE: reabrir mediante corredores seguros, dando garantías a los residentes. . Hemos elegido Alemania por seguridad, porque tiene unas cifras epidemiológicas muy parecidas a las de #Balears. . 🎙@user"
3392,@user30,female,politician,left,moderate_left,"...a las 20:00 tenemos una cita importante y muy emocionante que nos hace salir a todos al balcón. Todos los vecinos de mi alrededor aplaudimos a la vez y muy fuerte, para vosotros, para los sanitarios, para todas aquellas personas que trabajan más que nunca para que..."
50304,@user30,female,politician,left,moderate_left,"L@s ministr@s ya nos han trasladado su voluntad de flexibilizar y alargar los ERTE hasta que sea necesario, en función de como evolucione la pandemia. Estas cuestiones se empiezan a tratar hoy en la Mesa, en @user, y confiamos en que se llegue a un acuerdo cuanto antes."
37402,@user30,female,politician,left,moderate_left,"No hay peor desigualdad que tratar por igual a los que no somos iguales. En la Cumbre sobre el Transporte y la Movilidad de los Territorios Extrapeninsulares, Balears, Canarias, Ceuta y Melilla nos unimos para mejorar nuestra movilidad. A retos comunes, soluciones compartidas."
34199,@user30,female,politician,left,moderate_left,Se pueden hacer vacaciones en condiciones de seguridad. El seguimiento y los controles sanitarios están funcionado muy bien. El plan piloto está ayudando a reactivar las reservas y el sector y esperamos alargar la temporada. 🎙 Interv. en #NEFOnline de @user.
19862,@user30,female,politician,left,moderate_left,"La desescalada asimétrica que pedíamos, también por islas, es positiva. Pero queremos más margen de actuación para comunidades, consells y ayuntamientos. España es diversa y cada territorio singular. La cercanía a los ciudadanos permite tomar mejores decisiones. 🎙 @user"
20131,@user30,female,politician,left,moderate_left,"Reclamamos:. - Reducción de tasas. - Inclusión de 🚘 en el descuento. - Acreditación de residente a final de la compra. - Bonificación intermodal hasta destino final. - Nuevas OSP en rutas a la península sobre la base de tarifas máximas, frecuencias mínimas y refuerzos estacionales"
26613,@user30,female,politician,left,moderate_left,"Balears, Canarias, Ceuta y Melilla firmamos una declaración para proteger y garantizar el derecho a la movilidad de nuestros ciudadanos. Reclamamos al Estado una verdadera equidad con el resto de España para vivir, competir y prosperar con las mismas oportunidades. (hilo 👇)"
44673,@user30,female,politician,left,moderate_left,Es importantísimo mantener la prudencia y la responsabilidad. El virus sigue aquí y tenemos que protegernos los unos a los otros:. - Mascarilla. - 2 Metros. - Manos limpias. Solo si no nos relajamos podremos reactivar la economía y recuperar derechos y libertades. 🎙 @user
11410,@user30,female,politician,left,moderate_left,"Estoy muy contenta de la responsabilidad de los ciudadanos de Balears. En esta Fase 2 me gustaría hacer un llamamiento a la prudencia, en especial a los jóvenes. El virus sigue aquí y todos debemos protegernos. Sin seguridad sanitaria no habrá seguridad económica. @user"
22611,@user30,female,politician,left,moderate_left,"Insularidad, equidad y movilidad. Tres palabras que resumen muy bien la charla con @user en el foro organizado por @user en el marco de la #CTMTE. Nos unen muchas cosas y trabajamos juntos con un propósito común: mejorar los derechos y oportunidades de las islas."
24737,@user30,female,politician,left,moderate_left,El descuento del 75% lo conseguimos después de mucho trabajo y supone un gran esfuerzo presupuestario al Estado. Pero para que beneficie de forma real a nuestros ciudadanos debe haber un control de precios efectivo que evite situaciones abusivas.
9542,@user30,female,politician,left,moderate_left,"Solo el 20% del turismo de Balears es nacional y este año lo necesitaremos más que nunca. Hemos pedido al Gobierno ayudas específicas para que los residentes en la península viajen a Balears. La insularidad, el precio de vuelos y barcos, no debe ser una desventaja. @user"
32976,@user30,female,politician,left,moderate_left,Para no perder la temporada es clave garantizar la #seguridad:. ➡Hemos reforzado controles. ➡Cuando Europa abra aeropuertos debe hacerlo fijando controles sanitarios. ➡Trabajamos bilateralmente con Alemania. 👉Es vital alargar los ERTEs que protegen a 200.000 familias de Balears
6963,@user30,female,politician,left,moderate_left,"Te escribo esta pequeña carta para apoyarte y desearte una pronta recuperación. Aunque yo no puedo estar a tu lado, ni tu familia, ni tus conocidos, deseo de todo corazón que sientas el apoyo mío y de todos los españoles que estamos luchando como vosotros para salir adelante."
33412,@user30,female,politician,left,moderate_left,"La bonificación ha fortalecido la cohesión territorial entre islas y mejorado nuestra conectividad. No obstante, hay cosas a corregir. Los datos muestran un incremento en los precios de los billetes del 24%. El descuento debe beneficiar a los residentes, no a las aerolíneas."
48663,@user30,female,politician,left,moderate_left,"Eliminación de copagos, renta social, mejoras laborales, leyes contra los plásticos y el cambio climático o freno al turismo de excesos y el juego. El país tiene muchos retos por delante, pero si hemos hecho todo esto en las islas, puede hacerse en España. #DesayunoBaleares"
38863,@user30,female,politician,left,moderate_left,"No toda España es igual. Hay diferencias en la evolución de la pandemia y nadie conoce mejor su territorio que los gobiernos autonómicos. Desde la colaboración con el Estado, debemos planificar una desescalada adaptada a Balears. . Garantizar la salud, lo primero. @user"
4401,@user30,female,politician,left,moderate_left,"Muchísimas gracias por vuestra paciencia, por estar pendiente de mí, por darme esos ánimos y esos consejos que ahora me sirven estando en casa para no contagiar a mi familia. GRACIAS, NO TENGO MÁS PALABRAS PARA AGRADECERLO."
34905,@user30,female,politician,left,moderate_left,3. Balears fue la primera comunidad que se abrió al turismo internacional con el plan piloto y la única con experiencia en corredores seguros. Ser islas es una ventaja para llevarlos a cabo y trabajamos con Canarias para hacerlo posible con el Reino Unido. @user
19745,@user301,male,politician,right,moderate_right,Que el [POLITICAL_PARTY] pacte con los herederos políticos de ETA es muy preocupante. Que el pacto sea para dejar sin ERTES a miles de familias es indignante. Espero que los representantes [POLITICAL_PARTY] de la #RegióndeMurcia sientan la misma indignación y preocupación que el resto de los murcianos.
21772,@user301,male,politician,right,moderate_right,"El municipio de Molina de Segura vive el día grande de las fiestas en honor a su patrona, la Virgen de la Consolación, en un momento complicado tras el paso de #DANARMurcia. Deseo lo mejor a los molinenses en este día y les traslado todo el cariño y apoyo del Gobierno regional"
37352,@user301,male,politician,right,moderate_right,6.500 hectáreas afectadas y daños por valor de más de 2 millones y medio de euros nos dejan las heladas de los últimos días en la #RegióndeMurcia. Hoy he conocido la situación de primera mano junto a los agricultores. El Gobierno regional siempre está y estará a su lado.
27675,@user301,male,politician,right,moderate_right,La #RegióndeMurcia y #Alicante nos unimos para buscar alianzas que frenen la deriva del Gobierno de Pedro Sánchez en materia hídrica. Quieren acabar con el Tajo-Segura pero nos tendrán enfrente: no vamos a permitir que se recorte ni un solo litro de agua del trasvase.
3871,@user301,male,politician,right,moderate_right,"Junta directiva en el @user para decir alto y claro que el tiempo de Pedro Sánchez y el [POLITICAL_PARTY] en la Moncloa ha acabado. Tras 8 meses de inestabilidad en España, el @user de @user está listo para tomar las riendas. Desde la #RegióndeMurcia trabajamos para lograrlo."
39657,@user301,male,politician,right,moderate_right,"40 años al frente de la @user, 20 como presidente, bien merecen un homenaje como el que se ha brindado esta tarde a Pedro García Balibrea. Su ejemplo de trabajo, consenso y sacrificio son el mejor espejo en el que debemos mirarnos para seguir construyendo una mejor Región"
33655,@user301,male,politician,right,moderate_right,"Contagiaba alegría y fuerzas para trabajar por los que más lo necesitan, a ello dedicó toda su vida. La solidaridad y el voluntariado tenían en ella a su más fiel aliada. . Tuve la suerte de conocerla y sé que no soy el único que la va a echar mucho de menos. . DEP Pepita Esparza"
39298,@user301,male,politician,right,moderate_right,"Este año los vecinos de Abanilla no han podido vivir la romería de la Santa Cruz. La situación nos obliga a permanecer en casa y evitar actos multitudinarios. Estoy convencido de que la fe y la devoción de todo un pueblo se sentirán con más fuerza, si cabe, el año que viene."
17294,@user301,male,politician,right,moderate_right,"Acompañando a los empresarios de @user en su Junta Directiva en la que hemos analizado las necesidades de Lorca, Puerto Lumbreras y Águilas. No vamos a permitir que el Gobierno de Pedro Sánchez ignore a los lorquinos, y a sus propuestas, en el proyecto de la llegada del AVE."
8218,@user301,male,politician,right,moderate_right,"Sánchez no puede utilizar los fondos de la UE con intereses partidistas ni como contraprestación a los que le mantienen en el poder. La UE ha repartido sus fondos a España según criterios objetivos y, de esa misma forma, el Gobierno central debe hacer el reparto a las regiones."
24065,@user301,male,politician,right,moderate_right,"Esta noche el @user lo ha intentado, pero no ha podido ser. Estoy seguro de que el sábado en Barcelona lograréis la victoria y el título que os merecéis. Ánimo al equipo y su afición, hay que estar muy orgullosos del trabajo y el compromiso en esta #FinalLNFS"
28501,@user301,male,politician,right,moderate_right,"Más allá de su escala de valores, ver al [POLITICAL_PARTY] #RegióndeMurcia puño en alto, apoyando en el Congreso a los amigos de ETA mientras insultan al Rey, y a Sánchez poniendo las instituciones del Estado al servicio de los que quieren romper España,debe llevarnos a una profunda reflexión"
42760,@user301,male,politician,right,moderate_right,"El próximo #26M la #RegióndeMurcia solo puede elegir entre el modelo del paro y la crisis del [POLITICAL_PARTY] y el modelo del progreso, el empleo y la libertad del [POLITICAL_PARTY]. He pedido a C’s que diga qué proyecto quiere para el futuro de todos los murcianos. #DebateLV #EnDefensaDeLaRegión"
43561,@user301,male,politician,right,moderate_right,He conversado con un amable matrimonio que reside en Italia. Me dicen que han recibido el resultado negativo de sus PCR. . Les obligan a presentar PCR negativo en las últimas 72h para volver a Italia. . Hace 3 semanas nadie les exigió ningún tipo de prueba para entrar en España.
47103,@user301,male,politician,right,moderate_right,La labor de los farmacéuticos va más allá de dispensar un medicamento y en esta crisis sanitaria lo están demostrando con creces. Ahora dan un paso más y se unen a la lucha contra la violencia de género y a la protección de muchas mujeres. . Gracias por vuestro inmenso trabajo.
